clf,dataset_name,dataset_type,auc
ISF,rosmap,multiomics,0.75
ISF,rosmap,multiomics,0.5481
LOF,breast,multiomics,0.8498
LOF,breast,multiomics,0.7668
LOF,breast,multiomics,0.7354
LOF,breast,multiomics,0.8374
LOF,breast,multiomics,0.8806
LOF,breast,multiomics,0.8559
LOF,breast,multiomics,0.755
LOF,breast,multiomics,0.815
LOF,breast,multiomics,0.9075
LOF,breast,multiomics,0.8666
LOF,ovarian,multiomics,0.4167
LOF,ovarian,multiomics,0.2778
LOF,ovarian,multiomics,0.5278
LOF,ovarian,multiomics,0.2361
LOF,ovarian,multiomics,0.25
LOF,ovarian,multiomics,0.0972
LOF,ovarian,multiomics,0.1944
LOF,ovarian,multiomics,0.2361
LOF,ovarian,multiomics,0.0278
LOF,ovarian,multiomics,0.6111
LOF,rosmap,multiomics,0.5577
LOF,rosmap,multiomics,0.2212
LOF,rosmap,multiomics,0.7404
LOF,rosmap,multiomics,0.4038
LOF,rosmap,multiomics,0.7308
LOF,rosmap,multiomics,0.8173
LOF,rosmap,multiomics,0.75
LOF,rosmap,multiomics,0.6635
LOF,rosmap,multiomics,0.8269
LOF,rosmap,multiomics,0.2692
IForest,breast,multiomics,0.5796
IForest,breast,multiomics,0.5964
IForest,breast,multiomics,0.6323
IForest,breast,multiomics,0.7046
IForest,breast,multiomics,0.6054
IForest,breast,multiomics,0.6738
IForest,breast,multiomics,0.5594
IForest,breast,multiomics,0.6015
IForest,breast,multiomics,0.63
IForest,breast,multiomics,0.5818
IForest,ovarian,multiomics,0.4722
IForest,ovarian,multiomics,0.4722
IForest,ovarian,multiomics,0.5139
IForest,ovarian,multiomics,0.7083
IForest,ovarian,multiomics,0.5
IForest,ovarian,multiomics,0.4583
IForest,ovarian,multiomics,0.4722
IForest,ovarian,multiomics,0.4722
IForest,ovarian,multiomics,0.3611
IForest,ovarian,multiomics,0.5278
IForest,rosmap,multiomics,0.5962
IForest,rosmap,multiomics,0.1346
IForest,rosmap,multiomics,0.7308
IForest,rosmap,multiomics,0.5385
IForest,rosmap,multiomics,0.9038
IForest,rosmap,multiomics,0.9808
IForest,rosmap,multiomics,0.8846
IForest,rosmap,multiomics,0.5096
IForest,rosmap,multiomics,0.7308
IForest,rosmap,multiomics,0.1923
ECOD,breast,multiomics,0.5275
ECOD,breast,multiomics,0.6312
ECOD,breast,multiomics,0.7332
ECOD,breast,multiomics,0.7371
ECOD,breast,multiomics,0.5751
ECOD,breast,multiomics,0.6155
ECOD,breast,multiomics,0.6194
ECOD,breast,multiomics,0.6939
ECOD,breast,multiomics,0.5936
ECOD,breast,multiomics,0.5684
ECOD,ovarian,multiomics,0.5972
ECOD,ovarian,multiomics,0.5556
ECOD,ovarian,multiomics,0.375
ECOD,ovarian,multiomics,0.6528
ECOD,ovarian,multiomics,0.5694
ECOD,ovarian,multiomics,0.8611
ECOD,ovarian,multiomics,0.5972
ECOD,ovarian,multiomics,0.5417
ECOD,ovarian,multiomics,0.7083
ECOD,ovarian,multiomics,0.2361
ECOD,rosmap,multiomics,0.6827
ECOD,rosmap,multiomics,0.1923
ECOD,rosmap,multiomics,0.8173
ECOD,rosmap,multiomics,0.4904
ECOD,rosmap,multiomics,0.8462
ECOD,rosmap,multiomics,0.9808
ECOD,rosmap,multiomics,0.9038
ECOD,rosmap,multiomics,0.7788
ECOD,rosmap,multiomics,0.7596
ECOD,rosmap,multiomics,0.2788
HBOS,breast,multiomics,0.4546
HBOS,breast,multiomics,0.5392
HBOS,breast,multiomics,0.4596
HBOS,breast,multiomics,0.4983
HBOS,breast,multiomics,0.4602
HBOS,breast,multiomics,0.5869
HBOS,breast,multiomics,0.491
HBOS,breast,multiomics,0.4591
HBOS,breast,multiomics,0.4423
HBOS,breast,multiomics,0.4989
HBOS,ovarian,multiomics,0.4722
HBOS,ovarian,multiomics,0.5139
HBOS,ovarian,multiomics,0.75
HBOS,ovarian,multiomics,0.4444
HBOS,ovarian,multiomics,0.4444
HBOS,ovarian,multiomics,0.3889
HBOS,ovarian,multiomics,0.3194
HBOS,ovarian,multiomics,0.4028
HBOS,ovarian,multiomics,0.0694
HBOS,ovarian,multiomics,0.7222
HBOS,rosmap,multiomics,0.6346
HBOS,rosmap,multiomics,0.2019
HBOS,rosmap,multiomics,0.7885
HBOS,rosmap,multiomics,0.5481
HBOS,rosmap,multiomics,0.8654
HBOS,rosmap,multiomics,0.9712
HBOS,rosmap,multiomics,0.8846
HBOS,rosmap,multiomics,0.7692
HBOS,rosmap,multiomics,0.8173
HBOS,rosmap,multiomics,0.2692
